date,vendor,daily_spend,annual_spend,satisfaction_score,sla_compliance_pct,contract_renewal_rate,delivered_value_ratio,incident_response_hrs,issue_resolution_days,penalty_occurrences,dispute_count,innovation_rating,cost_variance_pct,uptime_pct,contract_breach_count,vendor_longevity_years,savings_realized,spend_growth_rate,compliance_score
2025-05-29 16:08:17.716116,Microsoft,1212.6796822200129,450000,3.66832138112967,91.61700497379107,77.28446192518177,1.244674465116041,4.332052827130452,3.7629415610748693,0,0,3.5530966998798568,2.6020456576488336,97.02216225816363,0,3,15708.207550293284,13.742326918869722,91.0808351758474
2025-05-29 16:08:17.716116,AWS,890.2193471493681,320000,4.444368735765133,96.52086682635446,93.39437980043822,0.9445825304938674,5.645507725469166,2.970542670180275,2,1,3.0016292346175097,-4.834847980942869,99.7827442531798,1,1,13400.329198808347,-2.227948961926205,88.13003452958057
2025-05-29 16:08:17.716116,Adobe,495.79630662905623,180000,4.762348707363184,89.86036778045323,83.08519880519927,1.0820702934434343,3.175570382698514,4.596872215927946,1,0,4.066778567940822,5.641355902609424,98.6860787588505,0,6,10579.424298186528,13.755490933779278,97.02344491958661
2025-05-29 16:08:17.716116,Blackboard,573.9869441817976,220000,4.596599273350031,93.79990712918107,87.97235587587359,0.8061145895117795,6.356480422883114,1.3912925640856255,0,1,3.0317364947316348,5.927072993323723,97.06888801038157,0,7,11991.09101360953,5.941717845359175,86.9368101973483
2025-05-29 16:08:17.716116,Cisco,542.5046812970703,200000,3.798113626136981,96.27051942751199,91.02904111535653,1.2685444102014953,7.414329889638982,3.762482128526133,1,0,4.50393166678642,-2.5660800014104908,99.95638414794338,1,4,5068.575224749909,6.896510827567715,99.29429800131757
2025-05-29 16:08:17.716116,Zoom,236.30125881287898,85000,3.345729988671908,93.05315769874676,97.73717340344318,0.8032530339400064,1.7518415962834908,4.165527002461774,2,1,4.414321241736542,9.831203272796415,97.26974562946384,0,6,48161.04390253728,0.48900290096194077,98.90297118890749
2025-05-29 16:08:17.716116,Oracle,397.8643021486485,150000,4.848681123675043,89.37470757743016,90.82730658603015,0.8348456122352665,2.747481283904861,1.4481968287027276,1,0,3.3135395754346484,1.8620729967438177,98.16586131788193,1,4,40968.47790535634,12.340500460652585,97.29738254685492
2025-05-29 16:08:17.716116,Salesforce,327.0595344564948,120000,3.7248371416213635,92.48430669823023,88.37821266595105,0.9565872584709445,4.5500490885482625,0.9760084347408422,0,1,3.4023939249341524,-4.184207150483452,97.29074152759578,0,3,48381.27826792927,8.061320057498268,96.74310894668793
2025-05-29 16:08:17.716116,VMware,255.73244906738262,95000,3.4456717817737643,88.82512713450862,81.41169227498303,1.0915576641467135,3.0610334934127152,4.358294889499755,0,1,3.686596810526897,4.101205473740215,98.9658848799419,1,1,46310.38676692853,-1.0111482562319751,96.05435697504548
2025-05-29 16:08:17.716116,ServiceNow,296.7772768904587,110000,3.8240386639152515,91.78619088804551,96.61269945137849,0.8701259707556062,0.9092718337606543,2.3091836851120164,0,0,4.3752017661148805,5.206501500544265,99.55559006031224,1,5,38673.550522544996,13.721512797568032,87.89666191314045
2025-05-30 16:08:17.716116,Microsoft,1232.8598382987611,450000,4.889682019498345,95.15551491988647,96.96602794973143,0.8151968969164276,7.03818423926328,3.6397095555744396,2,0,3.0513619128471934,-4.8014684374869425,99.73816234338838,0,2,25076.785212241673,13.73254190470482,91.94439723167508
2025-05-30 16:08:17.716116,AWS,850.7839758394156,320000,3.4573688891135608,99.80779601422216,83.34656653686427,0.8800265126587938,0.5630632316806412,1.7850630493833008,1,1,4.068018641354604,2.648701030499099,99.75794940063268,1,7,19572.497513435912,14.542037256824397,86.18220810268679
2025-05-30 16:08:17.716116,Adobe,504.23816838147604,180000,4.322962687492501,87.85590543717717,84.7210999711634,0.9564145583885033,1.2086965124937152,3.1315461032787852,2,1,4.090519813758724,-9.193725852909033,97.41626846785744,0,5,44447.34809578365,1.80418242746335,93.14506381342191
2025-05-30 16:08:17.716116,Blackboard,605.9162983276467,220000,4.365113041695712,95.24795241446317,94.74481220964934,0.8124855124198412,7.577601429780843,0.8152792069516097,1,1,4.839158552718086,-0.24662341537840504,97.19027413435703,0,2,31040.003991579022,-3.2427676420206186,91.35516896525945
2025-05-30 16:08:17.716116,Cisco,538.5804529419947,200000,4.585852967301207,86.6409658811982,92.06996125396965,1.0032945354379545,4.908130103542464,1.4248929736424514,0,1,4.347955454832226,-8.595368706778444,99.46478936007298,0,2,48151.85928451595,-0.791105092464166,92.94236790528056
2025-05-30 16:08:17.716116,Zoom,238.3602765714866,85000,4.679196001195713,87.33126730305118,99.63503851242584,1.253374492658841,7.721373246706492,4.3370184179373785,1,1,4.1976578318263265,6.906201262347647,98.59669994001126,0,7,30316.104135544665,14.92635849806107,86.56592260206435
2025-05-30 16:08:17.716116,Oracle,423.51821829434874,150000,3.6646312893076853,90.38228353070636,77.0133314326507,0.9757868906920348,7.930720228525312,2.28681167822616,1,1,4.709356232322711,1.5761379640915063,97.77427871655688,1,1,9542.818315749002,7.8827874746994375,95.82750402288656
2025-05-30 16:08:17.716116,Salesforce,335.8628165584426,120000,4.429342603351694,87.52492100617066,82.87716135671923,1.2220892542522312,7.237938126706622,1.7563499895419163,1,0,4.7195338943322165,-2.4581632434983476,97.98509603232021,0,8,30319.77159546314,5.735182399515942,90.26055474716503
2025-05-30 16:08:17.716116,VMware,268.8035240775435,95000,4.119304645001641,88.42853737192347,78.42078020410196,1.2927562574309346,0.6310491126650137,4.700480134954122,0,1,4.315099065363295,-3.969349488037375,99.57083313152064,1,6,36282.07612346363,-1.3853205910440747,98.99240502343383
2025-05-30 16:08:17.716116,ServiceNow,302.24487853224684,110000,3.669635787523007,98.93312389644873,90.63626546397376,1.0418448656246053,4.851169324705806,3.86735998507352,2,0,4.729660861406451,9.190136205964258,98.69532895873272,0,4,43692.506638080835,2.49621262833001,99.89247692323598
2025-05-31 16:08:17.716116,Microsoft,1255.13030580496,450000,3.9207977872085698,95.09233582752425,88.04200081283591,0.8558207857691826,6.468989785769889,3.0396901111381944,1,1,3.309823880734932,0.7671431360155125,99.2922065739166,1,8,8861.786491392053,-2.165473364672046,92.6886352715624
2025-05-31 16:08:17.716116,AWS,862.7176566772469,320000,3.9900816763697793,94.46264586404517,79.00017590403492,1.246543369845504,4.6961004848468,0.5994197398907852,1,1,4.760360370600806,-1.6354368948886382,98.63339498808344,1,7,16967.563515400623,-2.3214847502845015,91.14878267300635
2025-05-31 16:08:17.716116,Adobe,497.60559412659586,180000,3.682833201056872,97.60533824806441,99.53095877516586,0.8600774261572905,0.6339504201149311,4.053996083276527,2,1,3.706293185321718,-2.1153756344837937,99.74063217281382,1,1,43690.41181341234,7.635932314123501,85.25928506454719
2025-05-31 16:08:17.716116,Blackboard,583.0272606062658,220000,3.7932146976529824,99.14075126208667,76.95198493624812,1.1550596312022408,0.7481984880865479,2.131417260508846,1,0,3.687858672876705,-1.3943588002706857,99.70686053951961,0,5,21480.690136603025,14.276233430340618,96.90534744127388
2025-05-31 16:08:17.716116,Cisco,527.2370836913171,200000,4.776596586428373,88.14707813206115,77.1204410883705,1.0707966398972462,6.024736774822094,3.722229002732954,0,0,3.9854749488394052,9.39087794606305,99.4534709368908,1,8,13784.515860183887,11.395413820533026,96.24671115274043
2025-05-31 16:08:17.716116,Zoom,244.33486602221964,85000,3.4260916834880133,95.65790139962577,99.47707982583813,1.031296513622235,6.000578325695094,4.8891679274544355,0,0,4.3980831894062025,-9.598303799758082,98.55379866582307,0,8,10906.008905774395,9.171961693626558,85.58634233362513
2025-05-31 16:08:17.716116,Oracle,427.5971980100161,150000,4.080215221780432,94.65862871632174,81.33586997815667,0.8910965093446461,2.3281521583401044,1.5453184595193201,1,0,4.574678802924897,7.054730682480638,99.1972674105386,0,9,28754.361037880073,0.30963652759817606,95.58044436590674
2025-05-31 16:08:17.716116,Salesforce,316.8192133222529,120000,4.068804624064105,87.90959405073367,87.61898262198646,0.9469537064371776,0.9010975215236473,2.766690557887909,1,1,3.322310065138306,-2.3126820464460245,98.08174360198156,1,1,43455.53426606375,-2.0632869171584822,90.35965405083466
2025-05-31 16:08:17.716116,VMware,261.71405854036635,95000,3.460317717996911,86.90805028823961,91.53503995529942,1.1269169854016008,2.2561899806445407,1.5220559994750837,2,1,3.020785405088417,7.385528079232351,97.35921118232807,0,1,23743.46267995297,8.621447821958487,94.42284606516046
2025-05-31 16:08:17.716116,ServiceNow,291.2256493636703,110000,4.074843399560838,89.13073405059866,89.01092107120031,1.169001641526422,1.1094381093637844,2.8209309058896137,0,0,3.5907349071944274,9.060069655920142,98.55570544826541,1,1,9850.471780967782,5.833190983307311,90.62857571690394
2025-06-01 16:08:17.716116,Microsoft,1194.971559998842,450000,3.252187427535817,93.44234119256441,89.96500592084155,0.8709013005907342,5.013035373277282,4.783877396184193,0,0,4.77698587311401,6.141571616714813,97.62600983177286,1,9,16600.45495542458,12.172742314737839,88.38451641410177
2025-06-01 16:08:17.716116,AWS,864.5568916109477,320000,3.96127541512734,89.33915032401195,94.15930592533083,1.0047736057084693,7.152693300693905,4.836148963409437,1,0,4.045250344552983,0.19616805227648015,97.64545921536904,0,8,47872.657644804574,-3.3878694470584936,96.28686121517619
2025-06-01 16:08:17.716116,Adobe,511.37455336391605,180000,4.8773959236426006,89.98788996492726,83.88935365587479,0.9148876208285746,6.417977194859347,1.130178202016059,2,0,3.590524715540948,-2.501387625528264,98.26077806179967,1,8,47676.79946740148,-0.05440504778400346,96.68830883388483
2025-06-01 16:08:17.716116,Blackboard,613.37146946604,220000,3.397285390570892,97.07461359527075,77.26529449074663,1.1694631148227095,5.868400589283156,3.6023083773668048,1,1,4.146733978980254,5.231555816001006,98.90639991533627,0,6,17350.244964150417,-1.9388691035372396,94.47968479522218
2025-06-01 16:08:17.716116,Cisco,562.1785414175738,200000,3.441949019021577,87.60482482215008,75.30173368146015,1.0658745905179234,4.567182858103869,2.7503410630940053,0,0,3.8556224689842375,5.324735408712716,97.54357267497369,1,6,44010.539311368775,1.8078693647260602,98.99116487719913
2025-06-01 16:08:17.716116,Zoom,222.57601815273986,85000,3.4014828445464587,91.85339833044787,93.08713069071348,0.9854184823678047,4.6606046762570115,0.6285680853917055,1,1,3.2112783568556433,1.7343349048246743,97.37033723333437,0,2,32642.112775006462,5.59293163460087,99.85566151578745
2025-06-01 16:08:17.716116,Oracle,422.94326144889965,150000,4.484596547603864,94.34616596880709,88.20926748327093,0.9723785698031846,6.379759445661582,1.3532412487423762,2,0,4.396344089056202,-7.102966064425329,99.70243998745518,1,3,32100.9970022285,1.2784930734921751,94.5691353863476
2025-06-01 16:08:17.716116,Salesforce,328.00624733868506,120000,3.69495239529343,99.08167675874219,79.04723538416232,1.1766918747104387,6.500289259188757,4.78307573680248,2,1,4.069750322028732,8.405784180246783,99.39526884543015,1,4,40511.16743950905,4.863621829285737,85.62127926746571
2025-06-01 16:08:17.716116,VMware,252.42059286236997,95000,4.2930865490292875,90.90287218459615,90.16925620992508,1.0758389513706297,3.789952291676638,1.556276096664258,2,0,4.8180902595027915,5.399274379015793,97.35891432600522,1,7,7031.39332379535,-3.333008372847861,86.15022155842331
2025-06-01 16:08:17.716116,ServiceNow,303.8263205313172,110000,4.723073035565515,93.27601096791271,90.08928380699179,0.9730008256039948,0.6405586899164921,0.5972662298804736,1,1,4.360740438100537,9.26467570132354,98.04312250090507,0,4,25217.976691596337,9.477479269271072,99.42325446950532
2025-06-02 16:08:17.716116,Microsoft,1237.3811905458028,450000,4.581148408674203,91.91955710673281,75.99642821725217,1.2471056546388497,2.674085695238955,1.123995385862119,1,1,4.98011091554967,-2.6139930916514746,98.09479450163523,0,4,20867.9375463752,8.377128455521204,98.73898007355342
2025-06-02 16:08:17.716116,AWS,867.7205641258206,320000,4.159759217766354,94.47732677950746,76.76883698344572,0.971112521194992,5.631905113718849,3.8104748892060814,0,0,3.0134725006996073,-9.862687995051436,98.6089788530029,0,3,35275.49122614505,-1.680000127826602,94.2308857702911
2025-06-02 16:08:17.716116,Adobe,516.9247269069491,180000,3.326483561394298,92.30652600023308,93.32595534109635,0.8230045989148635,6.337051204982117,4.907800566917986,0,1,4.644459810931851,-2.4283691097581155,97.4309074452777,0,7,8218.343110154707,5.442028163343684,85.29035182006075
