date,initiative,alignment_score,mission_relevance_rating,student_experience_impact,underserved_benefit_index,equity_advancement_score,learning_outcomes_improvement_pct,digital_inclusion_rating,retention_projection_pct,community_engagement_level,grant_funder_fit,stakeholder_support_level,sustainability_factor,accessibility_rating,holistic_support_integration,cost_per_student_benefited
2025-05-29 16:08:17.716116,Student Portal Upgrade,8.260639056530048,3.5221825760655685,5.646788357078562,0.68539663982967,6.428698650041154,5.316048683672524,3.177651185955952,0.7708304425626715,5.187751558237404,3.7018149323668705,3.5259270520253394,6.179736801495768,3.8168918207265286,5.450756272640189,165.7759298518243
2025-05-29 16:08:17.716116,AI Tutoring,7.276792004101358,3.1842741105791332,6.58509492742214,0.5997437056311611,6.3475842451280045,3.601569851176797,2.810217695886311,0.936121285183765,5.856833107959261,3.2940205734691332,3.613187492550599,6.282462562156503,3.6097626304154717,5.600378765088358,161.09156212134292
2025-05-29 16:08:17.716116,LMS Modernization,7.685770313871921,3.1542468166833935,6.363313446968157,0.5566006186459588,5.94965772186416,3.5812557792901085,2.9027666640361565,1.6344088865512991,5.516766739430997,3.2562214548226054,3.3688481592724258,6.823010022460135,3.963439617270572,7.557585493667398,140.6835841424698
2025-05-29 16:08:17.716116,Mobile App Development,7.5374861916139055,3.1372751831119174,6.2614226012763385,0.6278761745228041,4.865519643482423,4.582803114226111,2.9929023684232563,1.2186647897771605,5.68820008165702,3.250831279542574,3.377605728516547,6.824392290884027,3.7169642965315837,6.227904779949088,150.04048026379309
2025-05-29 16:08:17.716116,Library Digital Access,7.617315045271469,3.451059697250296,5.826001711712439,0.36020447582715237,5.615034392667031,4.45458894875608,3.0544249811124082,1.983865329045052,5.271151167223304,2.799924531116078,3.3608956062243402,5.920335885622773,3.974533253172981,6.036720381631695,165.65588417300137
2025-05-29 16:08:17.716116,Cloud Migration,7.538501422849596,3.8730121372305044,6.6577334732319935,0.535363328688282,6.9735698420560555,4.288728961649415,2.8669969705731813,2.0624248638294,6.958825047309201,3.1245349540028213,3.56176171959835,6.951826170602631,3.9598966842894665,6.448568788028477,164.88966269272066
2025-05-29 16:08:17.716116,Data Analytics Platform,7.881772500803511,3.5224073660919233,5.961050111492053,0.4482633759051976,5.818290124033141,5.289910740485811,3.1056171922313673,2.957512117759049,4.462588688656371,3.1900183119447583,3.88196499882929,5.810635621980077,3.7295309604192073,6.2331766142032965,158.69900626394457
2025-05-29 16:08:17.716116,Virtual Reality Lab,6.808213562240746,3.8094450678608625,6.788872059760606,0.36053832673992037,6.576856361976034,6.023782594353362,2.9995933148805345,1.7706448328264046,4.915871086631499,3.1181126836818827,3.7060534867521353,5.641157066653548,3.7165991727621837,6.145117140728714,157.09900368241065
2025-05-30 16:08:17.716116,Student Portal Upgrade,7.851563551982765,3.3546284437518765,6.475836851255802,0.4572908819432466,6.167085130310526,5.667066494940245,2.981853518339517,2.1237084321955138,5.532950228458389,2.9018871088358,3.771955719581311,7.04529314258129,3.6309473718353003,7.086372923013373,153.23030443746404
2025-05-30 16:08:17.716116,AI Tutoring,7.789756963820128,3.410622020898265,6.589572837340372,0.5579244812701578,6.943707134073369,3.992749709364154,3.241205831333539,1.8555381196581675,6.243114044365091,2.9260201239751624,3.4979355637174714,5.491818952881604,3.745082941965947,5.794077614554249,153.476679135938
