date,application,daily_cost,monthly_cost,annual_cost,licenses_total,licenses_used,utilization_rate,cost_per_user,redundancy_index,consolidation_potential,support_cost,compliance_cost
2025-05-29 16:08:17.716116,Office 365,816.0146787196784,23968.095397941783,285000.0,213,152,71.36150234741784,154.1095890410959,0.5190609389379257,Yes,117.12328767123287,39.04109589041096
2025-05-29 16:08:17.716116,Canvas LMS,578.6286250630029,18008.5048457465,220000.0,263,171,65.0190114068441,105.74381158375391,0.33359602779731534,No,90.41095890410959,30.136986301369866
2025-05-29 16:08:17.716116,Zoom,195.62844851292743,6454.054018456023,75000.0,213,201,94.36619718309859,30.66857493355142,0.6827098485602953,No,30.821917808219176,10.273972602739725
2025-05-29 16:08:17.716116,Blackboard,517.4241316910737,14968.328808764296,180000.0,508,435,85.62992125984252,34.010392064241856,0.5281572123417967,Yes,73.97260273972603,24.657534246575345
2025-05-29 16:08:17.716116,Cisco WebEx,120.71378392024984,3740.000385719237,45000.0,383,285,74.41253263707573,12.977649603460709,0.19764570245642932,No,18.493150684931507,6.164383561643836
2025-05-29 16:08:17.716116,Google Workspace,239.98614264074723,7094.421198147566,90000.0,326,237,72.69938650306749,31.21206866655107,0.5328702065331612,No,36.986301369863014,12.328767123287673
2025-05-29 16:08:17.716116,Slack,163.83719824517226,5109.01170743161,59999.99999999999,177,104,58.75706214689266,47.41833508956797,0.5762152770114458,Yes,24.65753424657534,8.21917808219178
2025-05-29 16:08:17.716116,Adobe Creative Cloud,343.5250039644931,10322.267210703674,119999.99999999999,243,216,88.88888888888889,45.662100456621005,0.6658781436815229,Yes,49.31506849315068,16.43835616438356
2025-05-29 16:08:17.716116,ServiceNow,293.2598139228593,8806.954530927627,110000.0,457,395,86.43326039387308,22.888850355470783,0.5782844631778208,No,45.205479452054796,15.068493150684933
2025-05-29 16:08:17.716116,Tableau,238.52132022347934,7316.6749699856855,90000.0,369,313,84.82384823848238,23.63341940566327,0.22756526145164366,No,36.986301369863014,12.328767123287673
2025-05-29 16:08:17.716116,Oracle Database,398.95650669321316,12412.233280873961,150000.0,66,51,77.27272727272727,241.74053182917,0.12191930471889101,No,61.64383561643835,20.54794520547945
2025-05-29 16:08:17.716116,VMware vSphere,271.7129861503008,8116.509027046246,95000.0,320,267,83.4375,29.244266584577495,0.5185299851677596,No,39.04109589041096,13.013698630136986
2025-05-30 16:08:17.716116,Office 365,786.3223377275448,23473.46107485501,285000.0,401,320,79.80049875311721,73.20205479452054,0.7728204170445444,Yes,117.12328767123287,39.04109589041096
2025-05-30 16:08:17.716116,Canvas LMS,605.132128527561,18239.056902296274,220000.0,348,257,73.85057471264368,70.35872288257556,0.7756787150848966,No,90.41095890410959,30.136986301369866
2025-05-30 16:08:17.716116,Zoom,201.29329121309755,5958.04126380596,75000.0,479,429,89.56158663883089,14.369192451384231,0.11094548471883575,Yes,30.821917808219176,10.273972602739725
2025-05-30 16:08:17.716116,Blackboard,478.29282813045234,14062.964228073275,180000.0,403,393,97.51861042183623,37.64509045278679,0.6708229999183839,Yes,73.97260273972603,24.657534246575345
2025-05-30 16:08:17.716116,Cisco WebEx,126.86517789696008,3737.8208125902374,45000.0,485,441,90.9278350515464,8.386916410399778,0.7484106149593444,No,18.493150684931507,6.164383561643836
2025-05-30 16:08:17.716116,Google Workspace,255.52857762432976,7488.467107516277,90000.0,127,90,70.86614173228347,82.19178082191782,0.33162861739685445,No,36.986301369863014,12.328767123287673
2025-05-30 16:08:17.716116,Slack,161.50986282783694,5044.737293426991,59999.99999999999,527,456,86.52751423149905,10.814708002883922,0.5462902299486493,Yes,24.65753424657534,8.21917808219178
2025-05-30 16:08:17.716116,Adobe Creative Cloud,324.9181438275219,10328.263984493364,119999.99999999999,158,84,53.16455696202531,117.41682974559687,0.6942396769862588,Yes,49.31506849315068,16.43835616438356
2025-05-30 16:08:17.716116,ServiceNow,301.1828809863241,9061.648859441257,110000.0,290,267,92.06896551724138,33.86178236108974,0.3992787128509848,No,45.205479452054796,15.068493150684933
2025-05-30 16:08:17.716116,Tableau,239.22047348224265,7690.0169063886315,90000.0,515,429,83.30097087378641,17.24303094166108,0.4327591562274783,Yes,36.986301369863014,12.328767123287673
2025-05-30 16:08:17.716116,Oracle Database,427.70821125723666,12019.675351005462,150000.0,158,145,91.77215189873418,85.02598016060463,0.3872680461249408,Yes,61.64383561643835,20.54794520547945
2025-05-30 16:08:17.716116,VMware vSphere,271.8002984117831,7885.415501230774,95000.0,123,78,63.41463414634146,100.1053740779768,0.5863494531277933,No,39.04109589041096,13.013698630136986
2025-05-31 16:08:17.716116,Office 365,804.8806323769476,23737.151265250443,285000.0,166,115,69.27710843373494,203.69267421083975,0.7100224131314025,No,117.12328767123287,39.04109589041096
2025-05-31 16:08:17.716116,Canvas LMS,597.7074489127344,18775.246495579322,220000.0,210,157,74.76190476190476,115.17319605619056,0.3270415147036918,Yes,90.41095890410959,30.136986301369866
2025-05-31 16:08:17.716116,Zoom,201.7397974309287,5924.004611010211,75000.0,495,397,80.2020202020202,15.527414512956765,0.2595546137793592,No,30.821917808219176,10.273972602739725
2025-05-31 16:08:17.716116,Blackboard,510.9401383523676,14065.079864347515,180000.0,256,170,66.40625,87.02659145850122,0.45752311180429606,Yes,73.97260273972603,24.657534246575345
2025-05-31 16:08:17.716116,Cisco WebEx,125.6601702685102,3613.3442878432893,45000.0,413,367,88.86198547215496,10.07801127244224,0.2708878655734419,Yes,18.493150684931507,6.164383561643836
2025-05-31 16:08:17.716116,Google Workspace,247.03867286490492,7547.438681922461,90000.0,464,423,91.16379310344827,17.48761294083358,0.35454072166550576,Yes,36.986301369863014,12.328767123287673
2025-05-31 16:08:17.716116,Slack,160.2226202110455,5028.314435920992,59999.99999999999,552,491,88.94927536231883,10.043802137097899,0.5985894129471094,Yes,24.65753424657534,8.21917808219178
2025-05-31 16:08:17.716116,Adobe Creative Cloud,313.541488680149,9971.077151322637,119999.99999999999,227,162,71.36563876651982,60.882800608828006,0.45187531626020305,No,49.31506849315068,16.43835616438356
2025-05-31 16:08:17.716116,ServiceNow,293.5210432803745,8720.04193915097,110000.0,402,392,97.51243781094527,23.064020128599385,0.4426169321942941,No,45.205479452054796,15.068493150684933
2025-05-31 16:08:17.716116,Tableau,248.8610151093549,7087.206570163927,90000.0,288,247,85.76388888888889,29.948422161832404,0.3587581192429832,Yes,36.986301369863014,12.328767123287673
2025-05-31 16:08:17.716116,Oracle Database,405.52533422133916,12491.883900731811,150000.0,351,304,86.6096866096866,40.55515501081471,0.5434707975326264,Yes,61.64383561643835,20.54794520547945
2025-05-31 16:08:17.716116,VMware vSphere,269.00102385780207,7668.280324703957,95000.0,314,289,92.03821656050955,27.018059439730767,0.23056295727989798,Yes,39.04109589041096,13.013698630136986
2025-06-01 16:08:17.716116,Office 365,767.2324076664485,22769.33176895491,285000.0,337,308,91.3946587537092,76.05408290339797,0.5978046727066125,Yes,117.12328767123287,39.04109589041096
2025-06-01 16:08:17.716116,Canvas LMS,611.4898668191997,17493.374912721356,220000.0,225,196,87.1111111111111,92.25608051439754,0.5836564166717262,No,90.41095890410959,30.136986301369866
2025-06-01 16:08:17.716116,Zoom,212.41870080631492,6272.685688585857,75000.0,179,88,49.162011173184354,70.04981320049814,0.6146512834685405,No,30.821917808219176,10.273972602739725
